event_id	listing_date	event_listing_date_id	taxonomy	event_title	event_datetime	tickets_listed	mean_listing_price	performer_1	performer_2	performer_3	performer_4	venue_name
3799880	2017-06-03	3799880_17320	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-04T03:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799878	2017-06-03	3799878_17320	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - A Midsummer Nights Dream - Los Angeles	2017-11-05T22:00:00Z	79	116	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799886	2017-06-03	3799886_17320	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-28T03:00:00Z	74	586	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799885	2017-06-03	3799885_17320	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-29T03:00:00Z	73	587	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799884	2017-06-03	3799884_17320	Classical Orchestral	Los Angeles Philharmonic: Susanna Malkki - Symphonie Fantastique - Los Angeles	2017-10-29T21:00:00Z	71	592	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799855	2017-06-03	3799855_17320	Classical Orchestral	Los Angeles Philharmonic: Xian Zhang - Los Angeles	2017-12-10T22:00:00Z	73	125	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799857	2017-06-03	3799857_17320	Classical Orchestral	Los Angeles Philharmonic: Xian Zhang - Los Angeles	2017-12-10T04:00:00Z	47	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799852	2017-06-03	3799852_17320	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-17T04:00:00Z	51	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799854	2017-06-03	3799854_17320	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-15T04:00:00Z	45	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799853	2017-06-03	3799853_17320	Classical Orchestral	Los Angeles Philharmonic: Zubin Mehta - Mozart & Bruckner - Los Angeles	2017-12-16T04:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3750581	2017-06-03	3750581_17320	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-18T02:05:00Z	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750580	2017-06-03	3750580_17320	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-19T02:05:00Z	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750579	2017-06-03	3750579_17320	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-20T02:05:00Z	24	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750578	2017-06-03	3750578_17320	Minor League Baseball	Memphis Redbirds at Oklahoma City Dodgers	2017-07-21T02:05:00Z	27	36	Memphis Redbirds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594072	2017-06-03	3594072_17320	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-27T20:10:00Z	9628	44	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium
3594076	2017-06-03	3594076_17320	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-26T02:10:00Z	11330	48	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium
3594074	2017-06-03	3594074_17320	MLB Baseball	Milwaukee Brewers at Los Angeles Dodgers	2017-08-27T01:10:00Z	11056	53	Los Angeles Dodgers	Milwaukee Brewers	NA	NA	Dodger Stadium
3594095	2017-06-03	3594095_17320	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-27T02:10:00Z	9759	67	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium
3594099	2017-06-03	3594099_17320	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-25T02:10:00Z	9540	46	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium
3594097	2017-06-03	3594097_17320	MLB Baseball	Minnesota Twins at Los Angeles Dodgers	2017-07-26T02:10:00Z	12117	32	Los Angeles Dodgers	Minnesota Twins	NA	NA	Dodger Stadium
3580713	2017-06-03	3580713_17320	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-23T02:05:00Z	24	36	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580712	2017-06-03	3580712_17320	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-24T02:05:00Z	89	32	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580711	2017-06-03	3580711_17320	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-25T02:05:00Z	74	35	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580710	2017-06-03	3580710_17320	Minor League Baseball	Nashville Sounds at Oklahoma City Dodgers	2017-06-26T01:05:00Z	68	37	Nashville Sounds	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580683	2017-06-03	3580683_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-29T02:05:00Z	24	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601614	2017-06-03	3601614_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-30T02:05:00Z	24	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601613	2017-06-03	3601613_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-08-31T02:05:00Z	27	36.81	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601612	2017-06-03	3601612_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-09-01T02:05:00Z	56	37.71	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750585	2017-06-03	3750585_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-14T02:05:00Z	69	40	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750584	2017-06-03	3750584_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-15T02:05:00Z	90	35.37	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750583	2017-06-03	3750583_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-16T02:05:00Z	79	29	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3750582	2017-06-03	3750582_17320	Minor League Baseball	New Orleans Baby Cakes at Oklahoma City Dodgers	2017-07-17T01:05:00Z	31	36	New Orleans Baby Cakes	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594139	2017-06-03	3594139_17320	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-21T02:10:00Z	12374	36.5	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3594142	2017-06-03	3594142_17320	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-20T02:10:00Z	10056	41	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3594137	2017-06-03	3594137_17320	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-22T02:10:00Z	11174	46	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3594135	2017-06-03	3594135_17320	MLB Baseball	New York Mets at Los Angeles Dodgers	2017-06-23T02:10:00Z	12567	31	Los Angeles Dodgers	New York Mets	NA	NA	Dodger Stadium
3580718	2017-06-03	3580718_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-14T02:05:00Z	23	36	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580686	2017-06-03	3580686_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-26T02:05:00Z	78	29	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580685	2017-06-03	3580685_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-27T02:05:00Z	89	34	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580684	2017-06-03	3580684_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-28T01:05:00Z	30	36	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580687	2017-06-03	3580687_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-08-25T02:05:00Z	60	36	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580717	2017-06-03	3580717_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-14T18:05:00Z	5	32	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580716	2017-06-03	3580716_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-16T02:05:00Z	57	35	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3580715	2017-06-03	3580715_17320	Minor League Baseball	Omaha Storm Chasers at Oklahoma City Dodgers	2017-06-17T02:05:00Z	68	30.5	Oklahoma City Dodgers	Omaha Storm Chasers	NA	NA	Chickasaw Bricktown Ballpark
3601615	2017-06-03	3601615_17320	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-26T02:05:00Z	23	36	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3750577	2017-06-03	3750577_17320	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-27T02:05:00Z	24	36	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3750576	2017-06-03	3750576_17320	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-28T02:05:00Z	24	36	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3750575	2017-06-03	3750575_17320	Minor League Baseball	Reno Aces at Oklahoma City Dodgers	2017-07-29T02:05:00Z	100	34.89	Oklahoma City Dodgers	Reno Aces	NA	NA	Chickasaw Bricktown Ballpark
3757815	2017-06-03	3757815_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-08-12T02:05:00Z	96	34	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580696	2017-06-03	3580696_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-08-13T02:05:00Z	86	36.98	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580695	2017-06-03	3580695_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-08-14T01:05:00Z	70	37.5	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580693	2017-06-03	3580693_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-08-15T02:05:00Z	24	36	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601621	2017-06-03	3601621_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-06-10T02:05:00Z	72	32.5	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601622	2017-06-03	3601622_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-06-11T02:05:00Z	85	36	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3601620	2017-06-03	3601620_17320	Minor League Baseball	Round Rock Express at Oklahoma City Dodgers	2017-06-12T01:05:00Z	57	36	Round Rock Express	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594045	2017-06-03	3594045_17320	MLB Baseball	San Diego Padres at Los Angeles Dodgers	2017-09-28T02:10:00Z	11476	47	Los Angeles Dodgers	San Diego Padres	NA	NA	Dodger Stadium
3594082	2017-06-03	3594082_17320	MLB Baseball	San Diego Padres at Los Angeles Dodgers	2017-08-13T20:10:00Z	11198	46	Los Angeles Dodgers	San Diego Padres	NA	NA	Dodger Stadium
3594086	2017-06-03	3594086_17320	MLB Baseball	San Diego Padres at Los Angeles Dodgers	2017-08-12T02:10:00Z	10372	53	Los Angeles Dodgers	San Diego Padres	NA	NA	Dodger Stadium
3594048	2017-06-03	3594048_17320	MLB Baseball	San Diego Padres at Los Angeles Dodgers	2017-09-26T02:10:00Z	11485	38	Los Angeles Dodgers	San Diego Padres	NA	NA	Dodger Stadium
3594084	2017-06-03	3594084_17320	MLB Baseball	San Diego Padres at Los Angeles Dodgers	2017-08-13T01:10:00Z	10789	54	Los Angeles Dodgers	San Diego Padres	NA	NA	Dodger Stadium
3594046	2017-06-03	3594046_17320	MLB Baseball	San Diego Padres at Los Angeles Dodgers	2017-09-27T02:10:00Z	9406	80	Los Angeles Dodgers	San Diego Padres	NA	NA	Dodger Stadium
3594055	2017-06-03	3594055_17320	MLB Baseball	San Francisco Giants at Los Angeles Dodgers	2017-09-23T02:10:00Z	11928	80	Los Angeles Dodgers	San Francisco Giants	NA	NA	Dodger Stadium
3594050	2017-06-03	3594050_17320	MLB Baseball	San Francisco Giants at Los Angeles Dodgers	2017-09-24T20:10:00Z	11876	79	Los Angeles Dodgers	San Francisco Giants	NA	NA	Dodger Stadium
3594091	2017-06-03	3594091_17320	MLB Baseball	San Francisco Giants at Los Angeles Dodgers	2017-07-29T20:05:00Z	11646	79	Los Angeles Dodgers	San Francisco Giants	NA	NA	Dodger Stadium
3594093	2017-06-03	3594093_17320	MLB Baseball	San Francisco Giants at Los Angeles Dodgers	2017-07-29T02:10:00Z	11352	77	Los Angeles Dodgers	San Francisco Giants	NA	NA	Dodger Stadium
3594053	2017-06-03	3594053_17320	MLB Baseball	San Francisco Giants at Los Angeles Dodgers	2017-09-24T01:10:00Z	11837	81	Los Angeles Dodgers	San Francisco Giants	NA	NA	Dodger Stadium
3594089	2017-06-03	3594089_17320	MLB Baseball	San Francisco Giants at Los Angeles Dodgers	2017-07-30T20:10:00Z	11559	66	Los Angeles Dodgers	San Francisco Giants	NA	NA	Dodger Stadium
3750574	2017-06-03	3750574_17320	Minor League Baseball	Tacoma Rainiers at Oklahoma City Dodgers	2017-07-30T02:05:00Z	67	33	Oklahoma City Dodgers	Tacoma Rainiers	NA	NA	Chickasaw Bricktown Ballpark
3750573	2017-06-03	3750573_17320	Minor League Baseball	Tacoma Rainiers at Oklahoma City Dodgers	2017-07-31T01:05:00Z	31	36	Oklahoma City Dodgers	Tacoma Rainiers	NA	NA	Chickasaw Bricktown Ballpark
3750572	2017-06-03	3750572_17320	Minor League Baseball	Tacoma Rainiers at Oklahoma City Dodgers	2017-08-01T02:05:00Z	24	36	Oklahoma City Dodgers	Tacoma Rainiers	NA	NA	Chickasaw Bricktown Ballpark
3750571	2017-06-03	3750571_17320	Minor League Baseball	Tacoma Rainiers at Oklahoma City Dodgers	2017-08-02T02:05:00Z	24	36	Oklahoma City Dodgers	Tacoma Rainiers	NA	NA	Chickasaw Bricktown Ballpark
3594152	2017-06-03	3594152_17320	MLB Baseball	Washington Nationals at Los Angeles Dodgers	2017-06-07T19:10:00Z	9712	17	Los Angeles Dodgers	Washington Nationals	NA	NA	Dodger Stadium
3594158	2017-06-03	3594158_17320	MLB Baseball	Washington Nationals at Los Angeles Dodgers	2017-06-06T02:10:00Z	7273	16	Los Angeles Dodgers	Washington Nationals	NA	NA	Dodger Stadium
3594155	2017-06-03	3594155_17320	MLB Baseball	Washington Nationals at Los Angeles Dodgers	2017-06-07T02:10:00Z	4187	81	Los Angeles Dodgers	Washington Nationals	NA	NA	Dodger Stadium
3594116	2017-06-04	3594116_17321	MLB Baseball	Arizona Diamondbacks at Los Angeles Dodgers	2017-07-07T02:10:00Z	13155	48	Los Angeles Dodgers	Arizona Diamondbacks	NA	NA	Dodger Stadium
3594070	2017-06-04	3594070_17321	MLB Baseball	Arizona Diamondbacks at Los Angeles Dodgers	2017-09-05T00:10:00Z	11280	48	Los Angeles Dodgers	Arizona Diamondbacks	NA	NA	Dodger Stadium
3594118	2017-06-04	3594118_17321	MLB Baseball	Arizona Diamondbacks at Los Angeles Dodgers	2017-07-06T02:10:00Z	13502	32	Los Angeles Dodgers	Arizona Diamondbacks	NA	NA	Dodger Stadium
3594121	2017-06-04	3594121_17321	MLB Baseball	Arizona Diamondbacks at Los Angeles Dodgers	2017-07-05T01:10:00Z	11473	73	Los Angeles Dodgers	Arizona Diamondbacks	NA	NA	Dodger Stadium
3594068	2017-06-04	3594068_17321	MLB Baseball	Arizona Diamondbacks at Los Angeles Dodgers	2017-09-06T02:10:00Z	11720	31	Los Angeles Dodgers	Arizona Diamondbacks	NA	NA	Dodger Stadium
3594065	2017-06-04	3594065_17321	MLB Baseball	Arizona Diamondbacks at Los Angeles Dodgers	2017-09-07T02:10:00Z	9042	58	Los Angeles Dodgers	Arizona Diamondbacks	NA	NA	Dodger Stadium
3594103	2017-06-04	3594103_17321	MLB Baseball	Atlanta Braves at Los Angeles Dodgers	2017-07-23T01:10:00Z	10306	52	Los Angeles Dodgers	Atlanta Braves	NA	NA	Dodger Stadium
3594105	2017-06-04	3594105_17321	MLB Baseball	Atlanta Braves at Los Angeles Dodgers	2017-07-22T02:10:00Z	11702	48	Los Angeles Dodgers	Atlanta Braves	NA	NA	Dodger Stadium
3594108	2017-06-04	3594108_17321	MLB Baseball	Atlanta Braves at Los Angeles Dodgers	2017-07-21T02:10:00Z	11369	37	Los Angeles Dodgers	Atlanta Braves	NA	NA	Dodger Stadium
3594101	2017-06-04	3594101_17321	MLB Baseball	Atlanta Braves at Los Angeles Dodgers	2017-07-23T20:10:00Z	10434	44	Los Angeles Dodgers	Atlanta Braves	NA	NA	Dodger Stadium
3594080	2017-06-04	3594080_17321	MLB Baseball	Chicago White Sox at Los Angeles Dodgers	2017-08-16T02:10:00Z	11220	51	Los Angeles Dodgers	Chicago White Sox	NA	NA	Dodger Stadium
3594078	2017-06-04	3594078_17321	MLB Baseball	Chicago White Sox at Los Angeles Dodgers	2017-08-17T02:10:00Z	11271	42	Los Angeles Dodgers	Chicago White Sox	NA	NA	Dodger Stadium
3594147	2017-06-04	3594147_17321	MLB Baseball	Cincinnati Reds at Los Angeles Dodgers	2017-06-11T02:10:00Z	9484	43	Los Angeles Dodgers	Cincinnati Reds	NA	NA	Dodger Stadium
3594145	2017-06-04	3594145_17321	MLB Baseball	Cincinnati Reds at Los Angeles Dodgers	2017-06-11T20:10:00Z	9413	30.5	Los Angeles Dodgers	Cincinnati Reds	NA	NA	Dodger Stadium
3594150	2017-06-04	3594150_17321	MLB Baseball	Cincinnati Reds at Los Angeles Dodgers	2017-06-10T02:10:00Z	8596	43	Los Angeles Dodgers	Cincinnati Reds	NA	NA	Dodger Stadium
3594059	2017-06-04	3594059_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-09-10T01:10:00Z	11475	52	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594057	2017-06-04	3594057_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-09-10T20:10:00Z	11437	42	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594132	2017-06-04	3594132_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-06-24T02:10:00Z	11466	49	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594127	2017-06-04	3594127_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-06-25T20:10:00Z	12189	40	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594063	2017-06-04	3594063_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-09-08T02:10:00Z	11575	33	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594061	2017-06-04	3594061_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-09-09T02:10:00Z	10980	47	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3594129	2017-06-04	3594129_17321	MLB Baseball	Colorado Rockies at Los Angeles Dodgers	2017-06-25T02:10:00Z	9464	67	Los Angeles Dodgers	Colorado Rockies	NA	NA	Dodger Stadium
3750586	2017-06-04	3750586_17321	Minor League Baseball	Colorado Springs Sky Sox at Oklahoma City Dodgers	2017-06-04T21:05:00Z	21	36	Oklahoma City Dodgers	Colorado Springs Sky Sox	NA	NA	Chickasaw Bricktown Ballpark
3580706	2017-06-04	3580706_17321	Minor League Baseball	Iowa Cubs at Oklahoma City Dodgers	2017-07-05T02:05:00Z	96	44.5	Iowa Cubs	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580705	2017-06-04	3580705_17321	Minor League Baseball	Iowa Cubs at Oklahoma City Dodgers	2017-07-06T02:05:00Z	24	36	Iowa Cubs	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3580704	2017-06-04	3580704_17321	Minor League Baseball	Iowa Cubs at Oklahoma City Dodgers	2017-07-07T02:05:00Z	27	36	Iowa Cubs	Oklahoma City Dodgers	NA	NA	Chickasaw Bricktown Ballpark
3594114	2017-06-04	3594114_17321	MLB Baseball	Kansas City Royals at Los Angeles Dodgers	2017-07-08T02:10:00Z	12333	54	Los Angeles Dodgers	Kansas City Royals	NA	NA	Dodger Stadium
3594112	2017-06-04	3594112_17321	MLB Baseball	Kansas City Royals at Los Angeles Dodgers	2017-07-08T23:15:00Z	9943	60	Los Angeles Dodgers	Kansas City Royals	NA	NA	Dodger Stadium
3594110	2017-06-04	3594110_17321	MLB Baseball	Kansas City Royals at Los Angeles Dodgers	2017-07-09T20:10:00Z	12674	50	Los Angeles Dodgers	Kansas City Royals	NA	NA	Dodger Stadium
3594124	2017-06-04	3594124_17321	MLB Baseball	Los Angeles Angels at Los Angeles Dodgers	2017-06-27T02:10:00Z	12238	54	Los Angeles Dodgers	Los Angeles Angels	NA	NA	Dodger Stadium
3594122	2017-06-04	3594122_17321	MLB Baseball	Los Angeles Angels at Los Angeles Dodgers	2017-06-28T02:10:00Z	9710	76	Los Angeles Dodgers	Los Angeles Angels	NA	NA	Dodger Stadium
3799895	2017-06-04	3799895_17321	Classical Orchestral	Los Angeles Philharmonic: and Gustavo Dudamel - Los Angeles	2017-10-08T03:00:00Z	68	662.5	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799893	2017-06-04	3799893_17321	Classical Orchestral	Los Angeles Philharmonic: Carlos Miguel Prieto - New Music From Mexico - Los Angeles	2017-10-18T03:00:00Z	56	779.5	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799887	2017-06-04	3799887_17321	Classical Orchestral	Los Angeles Philharmonic: Chamber Music - Los Angeles	2017-10-25T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799899	2017-06-04	3799899_17321	Classical Orchestral	Los Angeles Philharmonic: Chamber Music by Mozart - Los Angeles	2017-10-04T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799867	2017-06-04	3799867_17321	Classical Orchestral	Los Angeles Philharmonic: David Newman - West Side Story - Los Angeles	2017-11-25T04:00:00Z	44	837	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799874	2017-06-04	3799874_17321	Classical Orchestral	Los Angeles Philharmonic: Dutoit Conducts Ravel - Los Angeles	2017-11-12T04:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799876	2017-06-04	3799876_17321	Classical Orchestral	Los Angeles Philharmonic: Dutoit Conducts Ravel - Los Angeles	2017-11-10T04:00:00Z	38	842	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799871	2017-06-04	3799871_17321	Classical Orchestral	Los Angeles Philharmonic: Emmanuelle Haim - Bach and Pergolesi - Los Angeles	2017-11-17T04:00:00Z	45	710.59	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799868	2017-06-04	3799868_17321	Classical Orchestral	Los Angeles Philharmonic: Emmanuelle Haim - Bach and Pergolesi - Los Angeles	2017-11-19T22:00:00Z	52	815	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799870	2017-06-04	3799870_17321	Classical Orchestral	Los Angeles Philharmonic: Emmanuelle Haim - Bach and Pergolesi - Los Angeles	2017-11-18T04:00:00Z	52	611.75	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3209665	2017-06-04	3209665_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel & Yuja Wang - Piano Concerto No. 3 - Los Angeles	2017-06-04T21:00:00Z	40	841	John Pizzarelli	Los Angeles Philharmonic	Gustavo Dudamel	Yuja Wang	Walt Disney Concert Hall
3799903	2017-06-04	3799903_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Gala - Los Angeles	2017-09-27T02:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799901	2017-06-04	3799901_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Los Angeles	2017-10-01T03:00:00Z	81	583	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799900	2017-06-04	3799900_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Los Angeles	2017-10-01T21:00:00Z	95	343	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799898	2017-06-04	3799898_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-10-06T03:00:00Z	66	734	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799896	2017-06-04	3799896_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-10-08T21:00:00Z	62	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799902	2017-06-04	3799902_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-09-29T18:00:00Z	56	779.5	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799897	2017-06-04	3799897_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Mozart 1791 - Los Angeles	2017-10-07T03:00:00Z	59	761	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
3799894	2017-06-04	3799894_17321	Classical Orchestral	Los Angeles Philharmonic: Gustavo Dudamel - Noche de cine - Los Angeles	2017-10-14T03:00:00Z	59	662.33	Los Angeles Philharmonic	NA	NA	NA	Walt Disney Concert Hall
